4 , 23/10/2012 04:48:41:810 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:41:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101305301Oustanding Amount :186223.0
4 , 23/10/2012 04:48:41:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080104001Oustanding Amount :23469.0
4 , 23/10/2012 04:48:41:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101305301Approved Application Amount :200000.0
4 , 23/10/2012 04:48:41:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080104001Approved Application Amount :49837.0
4 , 23/10/2012 04:48:41:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101305301Claim Applied Amount :150000.0
4 , 23/10/2012 04:48:41:982 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080104001Claim Applied Amount :23469.0
4 , 23/10/2012 04:48:41:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101305301Recovered Amount :0.0
4 , 23/10/2012 04:48:41:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080104001Recovered Amount :0.0
4 , 23/10/2012 04:48:41:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101305301Default Amount :70000.0
4 , 23/10/2012 04:48:41:997 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU080104001Default Amount :92614.0
4 , 23/10/2012 04:48:41:997 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:41:997 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:41:997 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:41:997 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:075 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112501Oustanding Amount :475000.0
4 , 23/10/2012 04:48:42:091 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112501Approved Application Amount :475000.0
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525701Oustanding Amount :12000.0
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112501Claim Applied Amount :421082.0
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525701Approved Application Amount :12000.0
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112501Recovered Amount :0.0
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525701Claim Applied Amount :10200.0
4 , 23/10/2012 04:48:42:091 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP101112501Default Amount :186223.0
4 , 23/10/2012 04:48:42:107 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525701Recovered Amount :0.0
4 , 23/10/2012 04:48:42:107 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:107 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI100525701Default Amount :23469.0
4 , 23/10/2012 04:48:42:107 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:107 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:107 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:200 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:200 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080026201Oustanding Amount :100000.0
4 , 23/10/2012 04:48:42:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100605501Oustanding Amount :1277844.0
4 , 23/10/2012 04:48:42:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080026201Approved Application Amount :100000.0
4 , 23/10/2012 04:48:42:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100605501Approved Application Amount :1294000.0
4 , 23/10/2012 04:48:42:200 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080026201Claim Applied Amount :91858.0
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100605501Claim Applied Amount :1268257.0
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080026201Recovered Amount :0.0
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100605501Recovered Amount :0.0
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP080026201Default Amount :475000.0
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100605501Default Amount :12000.0
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:216 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:216 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:231 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:294 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070193501Oustanding Amount :118821.0
4 , 23/10/2012 04:48:42:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070193501Approved Application Amount :200000.0
4 , 23/10/2012 04:48:42:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070193501Claim Applied Amount :170000.0
4 , 23/10/2012 04:48:42:294 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070193501Recovered Amount :0.0
4 , 23/10/2012 04:48:42:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090234601Oustanding Amount :105774.0
4 , 23/10/2012 04:48:42:294 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE070193501Default Amount :100000.0
4 , 23/10/2012 04:48:42:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090234601Approved Application Amount :111000.0
4 , 23/10/2012 04:48:42:309 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090234601Claim Applied Amount :80579.0
4 , 23/10/2012 04:48:42:309 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090234601Recovered Amount :0.0
4 , 23/10/2012 04:48:42:309 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090234601Default Amount :1277844.0
4 , 23/10/2012 04:48:42:325 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:325 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:387 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102742901Oustanding Amount :2375000.0
4 , 23/10/2012 04:48:42:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102742901Approved Application Amount :2375000.0
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102742901Claim Applied Amount :1615000.0
4 , 23/10/2012 04:48:42:403 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102742901Recovered Amount :0.0
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101677701Oustanding Amount :1622445.0
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102742901Default Amount :118821.0
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101677701Approved Application Amount :1662000.0
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:403 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101677701Claim Applied Amount :1115584.0
4 , 23/10/2012 04:48:42:403 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101677701Recovered Amount :0.0
4 , 23/10/2012 04:48:42:419 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101677701Default Amount :105774.0
4 , 23/10/2012 04:48:42:419 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:419 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:481 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100182101Oustanding Amount :42500.0
4 , 23/10/2012 04:48:42:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100182101Approved Application Amount :42500.0
4 , 23/10/2012 04:48:42:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100182101Claim Applied Amount :36125.0
4 , 23/10/2012 04:48:42:481 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100182101Recovered Amount :0.0
4 , 23/10/2012 04:48:42:481 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100129801Oustanding Amount :19782.0
4 , 23/10/2012 04:48:42:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100182101Default Amount :2375000.0
4 , 23/10/2012 04:48:42:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100129801Approved Application Amount :50000.0
4 , 23/10/2012 04:48:42:497 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100129801Claim Applied Amount :17782.0
4 , 23/10/2012 04:48:42:497 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100129801Recovered Amount :0.0
4 , 23/10/2012 04:48:42:497 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100129801Default Amount :1622445.0
4 , 23/10/2012 04:48:42:512 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:512 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:559 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080184301Oustanding Amount :211000.0
4 , 23/10/2012 04:48:42:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080184301Approved Application Amount :211000.0
4 , 23/10/2012 04:48:42:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080184301Claim Applied Amount :179350.0
4 , 23/10/2012 04:48:42:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080184301Recovered Amount :0.0
4 , 23/10/2012 04:48:42:575 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR080184301Default Amount :42500.0
4 , 23/10/2012 04:48:42:575 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:575 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:590 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049001Oustanding Amount :214500.0
4 , 23/10/2012 04:48:42:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049001Approved Application Amount :214500.0
4 , 23/10/2012 04:48:42:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049001Claim Applied Amount :182325.0
4 , 23/10/2012 04:48:42:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049001Recovered Amount :0.0
4 , 23/10/2012 04:48:42:590 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP070049001Default Amount :19782.0
4 , 23/10/2012 04:48:42:590 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:590 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:668 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:668 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090767201Oustanding Amount :17748.0
4 , 23/10/2012 04:48:42:668 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090767201Approved Application Amount :25000.0
4 , 23/10/2012 04:48:42:668 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090767201Claim Applied Amount :12818.0
4 , 23/10/2012 04:48:42:668 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090767201Recovered Amount :0.0
4 , 23/10/2012 04:48:42:668 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090767201Default Amount :211000.0
4 , 23/10/2012 04:48:42:668 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:668 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:684 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101331701Oustanding Amount :65000.0
4 , 23/10/2012 04:48:42:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101331701Approved Application Amount :65000.0
4 , 23/10/2012 04:48:42:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101331701Claim Applied Amount :63860.0
4 , 23/10/2012 04:48:42:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101331701Recovered Amount :0.0
4 , 23/10/2012 04:48:42:684 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101331701Default Amount :214500.0
4 , 23/10/2012 04:48:42:699 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:699 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:746 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:746 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100372901Oustanding Amount :29020.0
4 , 23/10/2012 04:48:42:746 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100372901Approved Application Amount :40000.0
4 , 23/10/2012 04:48:42:746 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100372901Claim Applied Amount :29020.0
4 , 23/10/2012 04:48:42:746 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100372901Recovered Amount :0.0
4 , 23/10/2012 04:48:42:762 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100372901Default Amount :17748.0
4 , 23/10/2012 04:48:42:762 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:762 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:762 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188201Oustanding Amount :48114.0
4 , 23/10/2012 04:48:42:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188201Approved Application Amount :50000.0
4 , 23/10/2012 04:48:42:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188201Claim Applied Amount :48114.0
4 , 23/10/2012 04:48:42:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188201Recovered Amount :0.0
4 , 23/10/2012 04:48:42:777 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091188201Default Amount :65000.0
4 , 23/10/2012 04:48:42:777 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:777 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:824 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:824 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100646701Oustanding Amount :8550.0
4 , 23/10/2012 04:48:42:840 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100646701Approved Application Amount :8550.0
4 , 23/10/2012 04:48:42:840 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100646701Claim Applied Amount :6412.0
4 , 23/10/2012 04:48:42:840 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100646701Recovered Amount :0.0
4 , 23/10/2012 04:48:42:840 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100646701Default Amount :29020.0
4 , 23/10/2012 04:48:42:840 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:840 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:855 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:855 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768401Oustanding Amount :14418.0
4 , 23/10/2012 04:48:42:871 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768401Approved Application Amount :15000.0
4 , 23/10/2012 04:48:42:871 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768401Claim Applied Amount :12255.0
4 , 23/10/2012 04:48:42:871 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768401Recovered Amount :0.0
4 , 23/10/2012 04:48:42:871 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA090768401Default Amount :48114.0
4 , 23/10/2012 04:48:42:871 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:871 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:902 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091483101Oustanding Amount :50000.0
4 , 23/10/2012 04:48:42:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091483101Approved Application Amount :50000.0
4 , 23/10/2012 04:48:42:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091483101Claim Applied Amount :50000.0
4 , 23/10/2012 04:48:42:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091483101Recovered Amount :0.0
4 , 23/10/2012 04:48:42:918 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091483101Default Amount :8550.0
4 , 23/10/2012 04:48:42:918 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:918 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:949 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:949 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100181901Oustanding Amount :42500.0
4 , 23/10/2012 04:48:42:949 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100181901Approved Application Amount :42500.0
4 , 23/10/2012 04:48:42:949 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100181901Claim Applied Amount :36125.0
4 , 23/10/2012 04:48:42:949 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100181901Recovered Amount :0.0
4 , 23/10/2012 04:48:42:949 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12OR100181901Default Amount :14418.0
4 , 23/10/2012 04:48:42:949 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:42:949 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:42:996 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:42:996 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100061801Oustanding Amount :10000.0
4 , 23/10/2012 04:48:42:996 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100061801Approved Application Amount :10000.0
4 , 23/10/2012 04:48:42:996 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100061801Claim Applied Amount :7500.0
4 , 23/10/2012 04:48:42:996 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100061801Recovered Amount :0.0
4 , 23/10/2012 04:48:42:996 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE100061801Default Amount :50000.0
4 , 23/10/2012 04:48:42:996 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:43:011 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:43:027 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:43:027 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386601Oustanding Amount :50000.0
4 , 23/10/2012 04:48:43:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386601Approved Application Amount :50000.0
4 , 23/10/2012 04:48:43:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386601Claim Applied Amount :50000.0
4 , 23/10/2012 04:48:43:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386601Recovered Amount :0.0
4 , 23/10/2012 04:48:43:043 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090386601Default Amount :42500.0
4 , 23/10/2012 04:48:43:043 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:43:043 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:43:074 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:43:089 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100296501Oustanding Amount :2025000.0
4 , 23/10/2012 04:48:43:089 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100296501Approved Application Amount :2025000.0
4 , 23/10/2012 04:48:43:089 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100296501Claim Applied Amount :2025000.0
4 , 23/10/2012 04:48:43:089 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12MP100296501Recovered Amount :0.0
