4 , 23/10/2012 04:49:04:150 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:181 , ClaimAction , displayClaimApproval() , memId :002501060000
4 , 23/10/2012 04:49:04:181 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR100346801
4 , 23/10/2012 04:49:04:181 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:181 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:196 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:196 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:196 , ClaimAction , displayClaimApproval() , memId :002501790000
4 , 23/10/2012 04:49:04:196 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:04:196 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AS100223501
4 , 23/10/2012 04:49:04:196 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Oustanding Amount :224838.0
4 , 23/10/2012 04:49:04:212 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Approved Application Amount :260000.0
4 , 23/10/2012 04:49:04:212 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Claim Applied Amount :224838.0
4 , 23/10/2012 04:49:04:212 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Recovered Amount :0.0
4 , 23/10/2012 04:49:04:212 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:212 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091987201Default Amount :183877.0
4 , 23/10/2012 04:49:04:212 , ClaimAction , displayClaimApproval() , memId :000100650000
4 , 23/10/2012 04:49:04:228 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:04:228 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP110245201
4 , 23/10/2012 04:49:04:228 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:04:228 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:228 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:228 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:228 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:243 , ClaimAction , displayClaimApproval() , memId :001400060000
4 , 23/10/2012 04:49:04:243 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN101712001
4 , 23/10/2012 04:49:04:243 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:243 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:243 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , memId :001900240000
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12JH100190401
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , memId :000400360000
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12TN101195801
4 , 23/10/2012 04:49:04:259 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , memId :001500060000
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12OR100442201
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:275 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:290 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:290 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:290 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:04:290 , ClaimAction , displayClaimApproval() , memId :002400000000
4 , 23/10/2012 04:49:04:290 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Oustanding Amount :21894.0
4 , 23/10/2012 04:49:04:290 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091494801
4 , 23/10/2012 04:49:04:290 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Approved Application Amount :25000.0
4 , 23/10/2012 04:49:04:306 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:306 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Claim Applied Amount :17866.0
4 , 23/10/2012 04:49:04:306 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:306 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Recovered Amount :0.0
4 , 23/10/2012 04:49:04:306 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:306 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP102424701Default Amount :224838.0
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:321 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , memId :000100110000
4 , 23/10/2012 04:49:04:321 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101193601
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:321 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , memId :000100090000
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090010701
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , memId :003000020000
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA100409801
4 , 23/10/2012 04:49:04:337 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB110136501
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:353 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090640701
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090483001
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:368 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:384 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:384 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:384 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:04:384 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:384 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Oustanding Amount :50000.0
4 , 23/10/2012 04:49:04:384 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091604501
4 , 23/10/2012 04:49:04:384 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Approved Application Amount :50000.0
4 , 23/10/2012 04:49:04:384 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:384 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Claim Applied Amount :42500.0
4 , 23/10/2012 04:49:04:399 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Recovered Amount :0.0
4 , 23/10/2012 04:49:04:399 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091903001Default Amount :21894.0
4 , 23/10/2012 04:49:04:399 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:399 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:04:399 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:04:399 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090733801
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090720001
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:415 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090705601
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:431 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , memId :000100190000
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12BI100170201
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:446 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091180201
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091848801
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:462 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:462 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:04:477 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Oustanding Amount :50000.0
4 , 23/10/2012 04:49:04:477 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Approved Application Amount :50000.0
4 , 23/10/2012 04:49:04:477 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:04:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Claim Applied Amount :42500.0
4 , 23/10/2012 04:49:04:477 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101683001
4 , 23/10/2012 04:49:04:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Recovered Amount :0.0
4 , 23/10/2012 04:49:04:493 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:493 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091170301Default Amount :50000.0
4 , 23/10/2012 04:49:04:493 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:493 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:04:493 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:493 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:04:493 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:493 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091955001
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:49:04:509 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090737401
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091215901
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:524 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , memId :002500240000
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12AP070132301
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:540 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090477301
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:555 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:555 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Oustanding Amount :94951.0
4 , 23/10/2012 04:49:04:555 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Approved Application Amount :100000.0
4 , 23/10/2012 04:49:04:571 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101339001
4 , 23/10/2012 04:49:04:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Claim Applied Amount :80709.0
4 , 23/10/2012 04:49:04:571 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Recovered Amount :0.0
4 , 23/10/2012 04:49:04:571 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100109101Default Amount :50000.0
4 , 23/10/2012 04:49:04:571 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:587 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:04:587 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:587 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:04:587 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:587 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091203101
4 , 23/10/2012 04:49:04:587 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:587 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:587 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , memId :001700340000
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP070060601
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:602 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091073501
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091114601
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:618 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA080144601
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:633 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:49:04:649 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102449201
4 , 23/10/2012 04:49:04:649 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:49:04:649 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:649 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090020101Oustanding Amount :82059.0
4 , 23/10/2012 04:49:04:649 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:649 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090020101Approved Application Amount :100000.0
4 , 23/10/2012 04:49:04:649 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:665 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090020101Claim Applied Amount :69805.0
4 , 23/10/2012 04:49:04:665 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:665 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090020101Recovered Amount :0.0
4 , 23/10/2012 04:49:04:665 , ClaimAction , displayClaimApproval() , memId :000900110000
4 , 23/10/2012 04:49:04:665 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090020101Default Amount :94951.0
4 , 23/10/2012 04:49:04:665 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100620601
4 , 23/10/2012 04:49:04:665 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:49:04:665 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:49:04:680 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:49:04:680 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:49:04:680 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:49:04:680 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:49:04:680 , ClaimAction , displayClaimApproval() , memId :001500180000
4 , 23/10/2012 04:49:04:680 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB091188801
